Date,Continent,Customer_Name,Turnover,Profit,Profit_Margin,Total_Order,Return_Rate,Product_Name,Product_Subcategory_Name,Returned_Product,Category_Name,CM_Turnover,CM_Order,CM_Return_Rate
2023-02-02,Australia,Customer 784,1325.51,251.98,19.01,6,9.83,Locks 9,Locks,,Accessories,1215.81,4,10.33
2023-09-02,Africa,Customer 623,4180.73,227.85,5.45,4,1.05,Chains 4,Chains,,Components,4707.73,4,1.17
2023-11-02,Africa,Customer 968,3700.85,306.06,8.27,2,8.02,Water Bottles 2,Water Bottles,,Accessories,3534.32,1,6.94
2023-04-02,South America,Customer 998,2911.35,522.3,17.94,4,2.14,Road Bikes 8,Road Bikes,,Bikes,2692.49,5,2.34
2023-02-19,Australia,Customer 355,765.12,93.8,12.26,10,8.22,Chains 3,Chains,,Components,642.75,12,8.25
2023-08-20,Europe,Customer 332,4713.44,299.3,6.35,10,7.46,Saddles 3,Saddles,,Components,4899.26,9,6.33
2023-10-19,North America,Customer 679,4754.64,1098.32,23.1,4,0.47,Brakes 1,Brakes,,Components,5495.24,6,0.45
2023-06-24,North America,Customer 118,1006.01,113.88,11.32,2,5.81,Water Bottles 7,Water Bottles,,Accessories,888.57,4,5.44
2023-03-05,Africa,Customer 237,1435.29,319.06,22.23,2,4.54,Water Bottles 3,Water Bottles,,Accessories,1472.35,3,4.53
2023-12-18,Africa,Customer 493,1370.27,334.62,24.42,2,7.93,Mountain Bikes 1,Mountain Bikes,,Bikes,1153.48,1,7.04
2023-01-02,Asia,Customer 701,4650.65,1393.8,29.97,2,2.63,Road Bikes 9,Road Bikes,,Bikes,4026.98,0,2.66
2023-10-21,Asia,Customer 293,3733.97,463.76,12.42,2,0.27,Chains 10,Chains,,Components,3747.29,0,0.29
2023-09-06,Europe,Customer 88,1339.76,312.57,23.33,10,4.43,Pedals 10,Pedals,,Components,1497.23,8,4.9
2023-06-20,Asia,Customer 509,2992.02,665.72,22.25,6,4.26,Locks 9,Locks,,Accessories,2491.75,7,3.41
2023-11-06,Australia,Customer 724,4371.22,741.8,16.97,7,6.29,Mountain Bikes 1,Mountain Bikes,Mountain Bikes 1,Bikes,3646.63,6,5.84
2023-05-02,South America,Customer 26,1591.64,218.21,13.71,9,3.96,Shorts 2,Shorts,,Clothing,1445.28,10,3.43
2023-09-30,Africa,Customer 712,1413.92,379.21,26.82,8,5.21,Jerseys 5,Jerseys,,Clothing,1241.54,10,4.53
2023-12-25,Asia,Customer 909,2774.58,319.35,11.51,10,1.54,Saddles 10,Saddles,,Components,2502.53,10,1.83
2023-02-10,Australia,Customer 601,3558.37,218.84,6.15,6,4.25,Mountain Bikes 3,Mountain Bikes,,Bikes,3628.18,6,4.57
2023-01-21,Australia,Customer 214,2451.54,306.93,12.52,2,5.98,Road Bikes 2,Road Bikes,,Bikes,2288.42,1,5.58
2023-11-24,Asia,Customer 678,2247.82,559.26,24.88,10,6.94,Road Bikes 7,Road Bikes,,Bikes,2226.37,11,7.16
2023-02-05,North America,Customer 943,909.31,64.65,7.11,1,4.47,Brakes 6,Brakes,,Components,1082.23,1,4.48
2023-04-25,North America,Customer 969,4523.91,1351.74,29.88,2,6.92,Locks 10,Locks,,Accessories,3826.59,0,6.94
2023-03-24,Australia,Customer 852,3285.98,480.74,14.63,7,5.73,Saddles 5,Saddles,,Components,3667.94,7,5.4
2023-05-16,Europe,Customer 241,4230.89,1118.65,26.44,1,9.26,Saddles 9,Saddles,,Components,4729.49,0,8.51
2023-09-08,Australia,Customer 64,4022.15,588.04,14.62,4,3.6,Brakes 5,Brakes,,Components,4433.79,5,3.79
2023-09-20,North America,Customer 33,4714.11,395.04,8.38,8,6.73,Locks 3,Locks,,Accessories,5183.37,8,6.23
2023-04-15,Asia,Customer 963,4848.56,363.64,7.5,6,4.37,Lights 2,Lights,,Accessories,4084.22,6,4.6
2023-05-19,Asia,Customer 212,4865.39,1063.57,21.86,6,2.03,Lights 10,Lights,,Accessories,4392.16,8,1.86
2023-09-01,Asia,Customer 824,4848.36,409.69,8.45,7,6.07,Touring Bikes 7,Touring Bikes,,Bikes,4103.1,5,5.4
2023-01-02,Australia,Customer 139,3151.9,533.3,16.92,2,3.57,Helmets 6,Helmets,,Clothing,3157.32,4,3.96
2023-07-15,Asia,Customer 567,2984.42,521.38,17.47,8,3.37,Lights 10,Lights,,Accessories,2498.39,9,3.86
2023-01-24,South America,Customer 112,1653.52,369.23,22.33,4,7.36,Pedals 2,Pedals,,Components,1551.58,5,8.18
2023-04-05,Asia,Customer 488,915.46,222.0,24.25,3,8.09,Touring Bikes 9,Touring Bikes,,Bikes,1067.44,1,9.25
2023-08-14,North America,Customer 696,4931.68,964.64,19.56,4,0.92,Locks 5,Locks,,Accessories,5640.19,2,0.82
2023-07-27,North America,Customer 139,4376.68,564.15,12.89,8,2.79,Chains 4,Chains,,Components,4601.11,8,2.3
2023-08-31,South America,Customer 26,3548.81,891.82,25.13,7,0.6,Chains 5,Chains,,Components,3276.47,8,0.54
2023-01-09,North America,Customer 978,2141.27,240.46,11.23,6,7.41,Gloves 5,Gloves,,Clothing,1961.3,7,7.29
2023-11-19,Australia,Customer 551,2015.02,176.92,8.78,1,6.85,Road Bikes 2,Road Bikes,,Bikes,2262.71,-1,6.25
2023-06-16,Australia,Customer 621,867.68,94.84,10.93,9,0.23,Lights 3,Lights,,Accessories,1036.52,7,0.22
2023-07-26,North America,Customer 140,672.05,66.06,9.83,3,8.1,Lights 7,Lights,,Accessories,777.45,5,6.97
2023-09-20,Africa,Customer 553,119.04,9.04,7.59,5,5.57,Gloves 1,Gloves,,Clothing,113.46,3,5.95
2023-12-02,Europe,Customer 486,1712.96,148.17,8.65,7,5.53,Helmets 4,Helmets,,Clothing,1841.25,5,5.78
2023-01-24,North America,Customer 214,1103.92,135.12,12.24,4,0.0,Touring Bikes 7,Touring Bikes,,Bikes,905.71,3,0.0
2023-09-30,Africa,Customer 426,3770.87,730.04,19.36,4,8.45,Lights 2,Lights,,Accessories,3930.17,6,7.04
2023-09-23,Asia,Customer 450,1352.08,147.92,10.94,4,1.91,Shorts 6,Shorts,,Clothing,1596.18,2,1.67
2023-07-12,South America,Customer 315,3904.45,641.11,16.42,5,7.13,Gloves 4,Gloves,,Clothing,4584.46,7,7.19
2023-05-13,North America,Customer 493,2571.81,575.31,22.37,8,9.51,Road Bikes 8,Road Bikes,,Bikes,2343.59,8,9.55
2023-06-01,Europe,Customer 469,1306.36,317.18,24.28,3,8.96,Water Bottles 6,Water Bottles,,Accessories,1357.02,3,7.9
2023-03-27,Africa,Customer 688,2321.29,184.54,7.95,5,0.39,Lights 2,Lights,,Accessories,2497.25,6,0.39
2023-01-06,North America,Customer 617,1495.62,390.81,26.13,6,0.23,Brakes 4,Brakes,,Components,1671.29,8,0.19
2023-08-09,Africa,Customer 680,1656.61,275.16,16.61,5,7.19,Water Bottles 10,Water Bottles,,Accessories,1948.52,3,8.24
2023-05-28,Australia,Customer 938,1548.99,244.28,15.77,10,6.25,Road Bikes 9,Road Bikes,,Bikes,1411.79,11,6.05
2023-02-07,Africa,Customer 163,1651.84,439.88,26.63,8,9.53,Water Bottles 3,Water Bottles,,Accessories,1410.1,6,8.31
2023-07-06,South America,Customer 466,2190.05,204.99,9.36,2,1.0,Lights 8,Lights,,Accessories,2364.24,0,1.16
2023-03-22,Europe,Customer 343,2629.84,702.17,26.7,4,4.4,Jerseys 10,Jerseys,,Clothing,2856.65,6,4.02
2023-04-03,Australia,Customer 353,3123.53,563.48,18.04,3,8.08,Road Bikes 6,Road Bikes,,Bikes,3226.82,5,8.14
2023-02-24,Australia,Customer 220,2988.77,886.17,29.65,9,7.98,Shorts 6,Shorts,,Clothing,2674.46,8,6.76
2023-04-17,Africa,Customer 167,2362.87,389.4,16.48,10,9.94,Mountain Bikes 2,Mountain Bikes,,Bikes,2605.74,9,9.63
2023-03-24,Africa,Customer 977,664.78,165.66,24.92,8,9.38,Mountain Bikes 9,Mountain Bikes,,Bikes,665.05,7,8.53
2023-04-17,Asia,Customer 361,788.66,60.33,7.65,9,7.51,Helmets 9,Helmets,,Clothing,715.0,7,8.44
2023-09-13,North America,Customer 145,1203.75,298.05,24.76,7,1.83,Saddles 7,Saddles,Saddles 7,Components,1395.59,5,1.48
2023-09-09,North America,Customer 276,3819.48,363.23,9.51,2,2.14,Pedals 4,Pedals,,Components,4465.51,4,2.37
2023-05-04,South America,Customer 705,3803.23,744.67,19.58,8,2.84,Gloves 4,Gloves,,Clothing,3347.4,6,2.28
2023-11-12,South America,Customer 3,4184.16,330.97,7.91,2,2.89,Gloves 3,Gloves,,Clothing,3578.35,1,3.37
2023-11-28,Asia,Customer 949,3780.72,528.17,13.97,6,8.32,Mountain Bikes 2,Mountain Bikes,,Bikes,3091.5,7,9.66
2023-12-31,Asia,Customer 231,3452.98,345.3,10.0,6,1.92,Helmets 4,Helmets,,Clothing,4000.66,8,2.29
2023-09-24,Australia,Customer 900,3788.6,995.27,26.27,1,8.43,Saddles 1,Saddles,,Components,3355.03,1,7.58
2023-10-17,Australia,Customer 934,575.35,48.85,8.49,8,0.69,Mountain Bikes 5,Mountain Bikes,,Bikes,637.29,7,0.66
2023-06-25,Europe,Customer 608,1215.14,221.76,18.25,6,0.11,Road Bikes 3,Road Bikes,,Bikes,1443.11,6,0.1
2023-12-14,South America,Customer 523,3923.72,574.82,14.65,10,6.12,Water Bottles 6,Water Bottles,,Accessories,3316.48,8,6.18
2023-07-28,Europe,Customer 279,1784.09,486.7,27.28,8,1.45,Pedals 9,Pedals,,Components,1824.27,10,1.49
2023-11-19,Africa,Customer 896,2376.42,148.76,6.26,9,3.16,Lights 5,Lights,,Accessories,2237.51,9,3.1
2023-02-17,South America,Customer 412,397.26,99.28,24.99,3,3.27,Road Bikes 9,Road Bikes,,Bikes,416.59,2,3.88
2023-12-22,Australia,Customer 444,409.72,91.33,22.29,5,2.73,Helmets 3,Helmets,,Clothing,393.86,5,2.82
2023-12-03,North America,Customer 218,2590.49,170.97,6.6,3,9.85,Pedals 2,Pedals,,Components,2664.5,3,9.04
2023-04-30,Asia,Customer 530,2851.97,354.5,12.43,6,6.16,Pedals 1,Pedals,,Components,3375.95,4,5.99
2023-09-03,Europe,Customer 53,3165.53,784.42,24.78,5,8.05,Jerseys 9,Jerseys,,Clothing,2770.02,6,8.38
2023-11-30,Australia,Customer 632,1494.98,435.64,29.14,3,8.3,Chains 4,Chains,,Components,1260.0,3,8.25
2023-12-15,Europe,Customer 18,4136.01,1184.14,28.63,7,6.94,Jerseys 10,Jerseys,,Clothing,4962.22,5,6.74
2023-12-13,South America,Customer 550,314.89,84.3,26.77,8,0.64,Gloves 3,Gloves,,Clothing,316.53,6,0.54
2023-04-14,Europe,Customer 858,739.49,143.39,19.39,2,1.27,Jerseys 3,Jerseys,,Clothing,658.9,4,1.03
2023-01-23,Australia,Customer 872,2685.91,353.47,13.16,4,3.43,Lights 4,Lights,,Accessories,2565.7,2,4.06
2023-06-27,Asia,Customer 735,4606.94,352.43,7.65,2,7.69,Lights 3,Lights,,Accessories,5061.92,3,8.91
2023-03-14,Europe,Customer 472,4894.21,609.82,12.46,7,2.69,Gloves 7,Gloves,,Clothing,4298.51,9,2.43
2023-01-27,Europe,Customer 559,3615.42,810.58,22.42,10,0.01,Brakes 1,Brakes,,Components,4160.66,11,0.01
2023-03-17,Australia,Customer 514,4513.78,955.12,21.16,5,6.89,Pedals 1,Pedals,,Components,3779.14,5,6.34
2023-11-01,Europe,Customer 508,2435.26,657.28,26.99,7,9.43,Touring Bikes 8,Touring Bikes,,Bikes,2204.0,5,9.08
2023-03-14,South America,Customer 629,818.25,221.42,27.06,8,2.77,Saddles 7,Saddles,,Components,810.35,7,3.02
2023-12-14,Asia,Customer 916,930.32,103.82,11.16,5,9.31,Brakes 2,Brakes,,Components,865.83,3,7.94
2023-12-14,Australia,Customer 390,1497.0,316.91,21.17,8,7.73,Shorts 8,Shorts,,Clothing,1647.06,7,8.52
2023-07-10,North America,Customer 574,1649.24,395.32,23.97,2,4.58,Touring Bikes 3,Touring Bikes,,Bikes,1646.18,3,4.83
2023-06-14,North America,Customer 910,678.19,101.46,14.96,5,3.05,Gloves 9,Gloves,,Clothing,788.93,3,3.2
2023-10-20,South America,Customer 107,2528.6,387.38,15.32,6,8.28,Mountain Bikes 8,Mountain Bikes,,Bikes,2800.88,6,7.69
2023-04-29,South America,Customer 842,4687.48,1071.09,22.85,7,5.43,Brakes 5,Brakes,,Components,4211.17,9,4.75
2023-01-15,Africa,Customer 742,1770.5,294.08,16.61,2,4.25,Chains 5,Chains,,Components,1721.43,2,4.96
2023-06-28,South America,Customer 321,4718.75,401.09,8.5,10,7.19,Helmets 4,Helmets,,Clothing,4928.83,10,7.01
2023-01-07,Europe,Customer 280,1000.74,171.83,17.17,8,4.49,Mountain Bikes 10,Mountain Bikes,,Bikes,937.07,10,5.1
2023-02-27,Asia,Customer 644,342.0,34.34,10.04,6,0.83,Locks 9,Locks,,Accessories,394.4,8,0.77
2023-06-14,Africa,Customer 176,191.44,12.42,6.49,3,0.15,Locks 7,Locks,,Accessories,179.21,1,0.13
2023-11-18,Europe,Customer 926,1907.15,338.52,17.75,6,1.92,Gloves 1,Gloves,,Clothing,1961.06,8,2.19
2023-04-08,Europe,Customer 166,1377.04,138.12,10.03,4,5.97,Helmets 5,Helmets,,Clothing,1429.05,2,5.5
2023-12-11,Europe,Customer 972,2430.46,374.78,15.42,10,6.11,Touring Bikes 10,Touring Bikes,,Bikes,2738.04,11,5.18
2023-12-06,Africa,Customer 703,671.79,47.36,7.05,9,6.77,Water Bottles 5,Water Bottles,,Accessories,560.16,7,7.95
2023-12-19,Australia,Customer 44,305.87,70.96,23.2,3,9.51,Jerseys 4,Jerseys,,Clothing,335.89,5,10.22
2023-03-30,Asia,Customer 472,637.99,77.07,12.08,4,2.33,Jerseys 4,Jerseys,,Clothing,565.84,2,2.6
2023-02-07,Africa,Customer 962,444.66,93.82,21.1,9,6.86,Helmets 10,Helmets,,Clothing,440.11,8,6.7
2023-09-29,South America,Customer 659,3141.54,552.28,17.58,3,7.7,Touring Bikes 5,Touring Bikes,,Bikes,3403.26,1,7.16
2023-07-16,Europe,Customer 840,2416.69,631.24,26.12,10,5.4,Brakes 6,Brakes,,Components,2860.03,11,5.83
2023-02-09,Asia,Customer 930,682.19,153.9,22.56,7,4.52,Pedals 9,Pedals,,Components,686.59,7,4.12
2023-12-09,Europe,Customer 698,4907.19,1245.44,25.38,9,5.76,Shorts 6,Shorts,,Clothing,5456.48,11,6.74
2023-09-06,Europe,Customer 76,765.65,204.28,26.68,8,8.9,Gloves 4,Gloves,,Clothing,720.94,8,10.2
2023-02-15,Europe,Customer 185,3096.5,388.92,12.56,9,5.06,Water Bottles 7,Water Bottles,,Accessories,2507.06,11,4.56
2023-08-20,Africa,Customer 880,1390.67,184.82,13.29,1,3.27,Brakes 6,Brakes,,Components,1296.73,1,3.13
2023-11-14,Asia,Customer 853,1826.49,266.3,14.58,3,9.78,Touring Bikes 5,Touring Bikes,,Bikes,2069.53,5,10.54
2023-08-21,South America,Customer 601,2289.49,408.67,17.85,6,2.33,Lights 10,Lights,,Accessories,2249.0,6,2.54
2023-06-04,Europe,Customer 149,4817.84,646.07,13.41,4,0.96,Brakes 8,Brakes,,Components,4801.71,3,1.06
2023-04-23,Asia,Customer 286,3392.01,246.26,7.26,3,1.24,Saddles 2,Saddles,,Components,2807.85,3,1.16
2023-09-22,South America,Customer 445,3382.39,218.5,6.46,10,5.35,Pedals 8,Pedals,,Components,3748.62,12,6.2
2023-03-17,South America,Customer 545,452.24,60.37,13.35,9,7.45,Helmets 3,Helmets,,Clothing,448.87,10,6.72
2023-01-19,South America,Customer 418,4693.04,546.74,11.65,6,6.94,Brakes 3,Brakes,,Components,3831.74,4,7.43
2023-08-24,Asia,Customer 94,4894.33,439.51,8.98,2,8.24,Locks 3,Locks,Locks 3,Accessories,4336.4,2,6.91
2023-12-19,Australia,Customer 459,3842.07,328.88,8.56,6,7.1,Brakes 6,Brakes,,Components,3240.34,8,6.77
2023-09-14,Europe,Customer 204,796.1,212.24,26.66,4,8.54,Touring Bikes 2,Touring Bikes,,Bikes,900.85,5,8.6
2023-02-15,Africa,Customer 274,1464.71,86.56,5.91,2,8.74,Touring Bikes 5,Touring Bikes,,Bikes,1595.68,4,8.96
2023-01-05,South America,Customer 708,1340.58,76.01,5.67,3,7.92,Road Bikes 6,Road Bikes,,Bikes,1605.31,1,6.89
2023-05-10,South America,Customer 322,4775.67,960.39,20.11,6,5.69,Water Bottles 2,Water Bottles,,Accessories,3893.77,8,6.21
2023-04-26,North America,Customer 23,1535.52,119.46,7.78,9,2.15,Road Bikes 6,Road Bikes,,Bikes,1395.13,11,2.26
2023-01-15,Europe,Customer 39,764.93,162.55,21.25,6,5.19,Locks 3,Locks,,Accessories,867.07,5,5.98
2023-08-31,North America,Customer 585,4142.44,552.19,13.33,3,7.38,Brakes 10,Brakes,,Components,4582.66,1,7.6
2023-12-04,Africa,Customer 335,866.36,231.06,26.67,2,8.42,Water Bottles 5,Water Bottles,,Accessories,985.77,3,9.19
2023-03-18,Africa,Customer 998,4386.67,1314.68,29.97,8,4.71,Road Bikes 1,Road Bikes,,Bikes,4838.37,8,4.77
2023-11-15,Africa,Customer 274,706.06,119.54,16.93,5,0.14,Locks 7,Locks,,Accessories,829.16,7,0.13
2023-12-14,Asia,Customer 703,4061.55,399.66,9.84,10,3.19,Lights 5,Lights,,Accessories,4316.56,9,3.68
2023-06-28,Australia,Customer 261,3991.27,960.3,24.06,3,1.48,Touring Bikes 7,Touring Bikes,,Bikes,3654.3,1,1.55
2023-10-04,North America,Customer 368,3955.03,1163.17,29.41,10,9.1,Saddles 4,Saddles,,Components,3217.87,11,10.71
2023-05-03,Australia,Customer 82,3652.67,452.93,12.4,9,2.11,Road Bikes 4,Road Bikes,,Bikes,3330.69,8,1.97
2023-06-23,North America,Customer 699,4684.35,1349.09,28.8,10,6.74,Touring Bikes 10,Touring Bikes,,Bikes,5226.5,10,5.41
2023-12-13,Australia,Customer 902,617.71,171.6,27.78,5,7.04,Pedals 5,Pedals,,Components,519.59,7,8.44
2023-02-04,Africa,Customer 913,4787.38,388.74,8.12,4,1.92,Lights 5,Lights,,Accessories,4158.26,6,2.21
2023-01-26,North America,Customer 666,4466.32,791.88,17.73,4,2.98,Road Bikes 9,Road Bikes,,Bikes,3869.85,4,2.77
2023-02-01,Asia,Customer 895,4726.38,535.03,11.32,7,3.28,Gloves 7,Gloves,,Clothing,4617.53,5,3.46
2023-03-11,North America,Customer 451,164.06,21.87,13.33,7,9.24,Lights 4,Lights,,Accessories,180.17,6,10.94
2023-01-12,Asia,Customer 513,3610.54,892.89,24.73,10,3.72,Lights 7,Lights,,Accessories,4153.12,12,3.79
2023-04-09,Asia,Customer 319,1956.44,131.67,6.73,4,0.73,Gloves 6,Gloves,,Clothing,2071.67,5,0.83
2023-01-08,Europe,Customer 969,1017.67,105.33,10.35,1,4.62,Brakes 3,Brakes,,Components,1081.67,-1,4.37
2023-02-21,Europe,Customer 229,1307.23,114.51,8.76,8,5.1,Pedals 3,Pedals,,Components,1501.11,7,4.26
2023-12-18,North America,Customer 941,2144.1,269.73,12.58,4,0.24,Locks 2,Locks,,Accessories,1839.06,5,0.26
2023-02-25,South America,Customer 706,564.78,143.91,25.48,3,1.37,Shorts 2,Shorts,,Clothing,601.84,2,1.44
2023-01-22,Australia,Customer 533,220.76,44.09,19.97,10,7.62,Touring Bikes 2,Touring Bikes,,Bikes,218.56,12,7.6
2023-08-28,South America,Customer 437,1868.47,156.39,8.37,6,5.16,Locks 5,Locks,,Accessories,1502.18,6,4.43
2023-07-05,Europe,Customer 499,3630.45,1060.09,29.2,4,2.64,Chains 6,Chains,,Components,3217.5,4,2.79
2023-07-14,Australia,Customer 557,2373.42,518.83,21.86,5,2.83,Gloves 3,Gloves,,Clothing,2273.37,4,3.33
2023-02-26,South America,Customer 771,1317.91,118.61,9.0,2,7.49,Lights 10,Lights,,Accessories,1230.1,4,6.03
2023-10-31,Europe,Customer 649,2874.98,359.95,12.52,7,1.33,Pedals 7,Pedals,,Components,3198.71,8,1.41
2023-09-13,Asia,Customer 705,4693.18,667.37,14.22,7,1.27,Water Bottles 5,Water Bottles,,Accessories,4187.32,6,1.21
2023-10-08,Europe,Customer 222,702.82,70.28,10.0,5,0.15,Shorts 9,Shorts,,Clothing,576.64,3,0.14
2023-11-19,Africa,Customer 124,2127.98,298.77,14.04,2,6.3,Mountain Bikes 5,Mountain Bikes,,Bikes,2441.29,3,6.61
2023-06-27,Europe,Customer 155,2014.52,541.1,26.86,4,2.83,Jerseys 10,Jerseys,,Clothing,2109.86,6,2.43
2023-11-26,Africa,Customer 254,2154.06,623.6,28.95,10,4.44,Gloves 10,Gloves,,Clothing,2117.86,9,3.85
2023-08-17,Europe,Customer 591,1112.06,211.74,19.04,2,6.59,Touring Bikes 3,Touring Bikes,,Bikes,898.3,2,6.03
2023-09-17,Asia,Customer 892,3545.77,721.92,20.36,10,3.87,Pedals 9,Pedals,,Components,3288.53,11,4.42
2023-05-27,South America,Customer 983,4107.57,972.26,23.67,7,5.97,Gloves 4,Gloves,,Clothing,4660.78,5,6.4
2023-05-23,Australia,Customer 631,2719.95,328.84,12.09,2,5.35,Brakes 10,Brakes,,Components,2605.57,2,6.09
2023-10-16,Australia,Customer 432,907.56,262.92,28.97,8,7.94,Lights 3,Lights,,Accessories,773.67,9,7.22
2023-09-30,Africa,Customer 881,4922.05,1118.29,22.72,3,0.81,Road Bikes 4,Road Bikes,,Bikes,4839.94,5,0.83
2023-11-02,North America,Customer 106,2734.47,286.57,10.48,9,4.66,Mountain Bikes 5,Mountain Bikes,,Bikes,2417.56,7,4.13
2023-06-13,North America,Customer 206,2317.49,693.86,29.94,6,5.59,Shorts 10,Shorts,,Clothing,2616.08,7,4.48
2023-03-30,Asia,Customer 560,4722.07,652.59,13.82,4,0.92,Mountain Bikes 2,Mountain Bikes,,Bikes,4409.29,2,1.03
2023-10-23,Asia,Customer 857,2296.88,337.18,14.68,1,5.62,Touring Bikes 9,Touring Bikes,Touring Bikes 9,Bikes,2636.07,1,5.6
2023-04-20,Australia,Customer 24,4030.2,1114.75,27.66,1,9.77,Lights 2,Lights,,Accessories,3414.88,-1,9.91
2023-09-26,Europe,Customer 235,1507.6,431.93,28.65,8,6.81,Saddles 10,Saddles,,Components,1578.17,10,5.61
2023-09-05,South America,Customer 315,1403.34,105.25,7.5,2,7.83,Water Bottles 4,Water Bottles,,Accessories,1140.22,0,8.05
2023-11-12,North America,Customer 92,3933.39,883.83,22.47,4,6.32,Touring Bikes 3,Touring Bikes,,Bikes,4176.12,4,5.16
2023-02-21,Australia,Customer 986,4240.47,1191.57,28.1,4,5.6,Saddles 7,Saddles,,Components,4547.43,6,5.04
2023-12-16,Asia,Customer 383,3757.27,1123.42,29.9,3,9.68,Shorts 8,Shorts,,Clothing,3646.27,2,8.82
2023-06-06,Australia,Customer 347,1257.03,113.01,8.99,2,7.17,Lights 10,Lights,,Accessories,1054.61,3,7.77
2023-09-20,Asia,Customer 544,4643.43,293.0,6.31,9,8.1,Gloves 7,Gloves,,Clothing,5441.51,11,7.78
2023-12-30,North America,Customer 803,3147.89,401.04,12.74,4,1.08,Helmets 2,Helmets,,Clothing,2773.74,2,1.07
2023-10-10,Africa,Customer 888,3430.33,835.63,24.36,8,6.76,Touring Bikes 4,Touring Bikes,,Bikes,2955.2,10,7.23
2023-04-01,North America,Customer 722,4597.61,567.8,12.35,1,1.79,Locks 9,Locks,,Accessories,5494.75,2,1.78
2023-11-19,Australia,Customer 14,615.81,109.8,17.83,6,4.81,Mountain Bikes 5,Mountain Bikes,,Bikes,733.59,4,4.26
2023-11-03,South America,Customer 254,4517.15,1119.8,24.79,4,7.08,Pedals 5,Pedals,,Components,4312.16,5,7.61
2023-11-10,Europe,Customer 964,4919.29,1329.68,27.03,2,8.4,Water Bottles 4,Water Bottles,,Accessories,5166.39,1,7.82
2023-10-05,Europe,Customer 583,3157.63,718.36,22.75,3,6.42,Road Bikes 8,Road Bikes,,Bikes,3119.25,2,6.96
2023-11-23,North America,Customer 561,2983.13,555.16,18.61,4,3.74,Touring Bikes 8,Touring Bikes,,Bikes,3176.88,2,3.11
2023-10-06,North America,Customer 950,3865.04,331.23,8.57,4,1.72,Gloves 9,Gloves,Gloves 9,Clothing,3439.29,5,1.53
2023-09-30,North America,Customer 131,2859.8,625.72,21.88,9,9.05,Chains 6,Chains,Chains 6,Components,2698.92,11,8.39
2023-06-04,North America,Customer 952,3292.9,319.41,9.7,6,1.55,Brakes 3,Brakes,,Components,3587.2,6,1.47
2023-02-23,North America,Customer 577,2319.44,358.12,15.44,1,8.26,Mountain Bikes 2,Mountain Bikes,,Bikes,2704.89,1,9.08
2023-04-08,Asia,Customer 157,4380.95,1301.58,29.71,10,4.48,Mountain Bikes 10,Mountain Bikes,,Bikes,3757.63,12,4.79
2023-09-06,Asia,Customer 488,713.14,82.44,11.56,1,4.91,Water Bottles 9,Water Bottles,Water Bottles 9,Accessories,739.99,0,5.11
2023-02-14,South America,Customer 300,4710.03,878.89,18.66,4,9.58,Jerseys 1,Jerseys,Jerseys 1,Clothing,5540.96,6,10.47
2023-04-12,South America,Customer 761,2070.24,115.73,5.59,7,9.27,Water Bottles 10,Water Bottles,,Accessories,2176.78,8,8.04
2023-01-27,Asia,Customer 95,2884.79,516.95,17.92,5,5.47,Helmets 2,Helmets,,Clothing,2642.35,6,5.5
2023-05-20,Europe,Customer 117,3581.96,575.26,16.06,7,0.08,Water Bottles 7,Water Bottles,,Accessories,3856.11,7,0.09
2023-12-04,Australia,Customer 539,326.37,32.57,9.98,8,1.28,Saddles 5,Saddles,,Components,346.66,6,1.25
2023-07-28,Africa,Customer 641,129.93,19.45,14.97,3,3.05,Jerseys 8,Jerseys,,Clothing,106.12,2,2.46
2023-09-01,Asia,Customer 834,828.12,197.09,23.8,10,3.08,Touring Bikes 7,Touring Bikes,,Bikes,742.22,8,3.56
2023-07-30,Africa,Customer 374,3301.83,829.42,25.12,2,2.74,Locks 9,Locks,,Accessories,2755.95,1,2.57
2023-04-29,Asia,Customer 353,4450.66,1316.95,29.59,10,4.66,Touring Bikes 10,Touring Bikes,,Bikes,5146.18,11,4.27
2023-09-30,North America,Customer 189,3835.2,318.32,8.3,10,6.33,Pedals 4,Pedals,,Components,3901.19,11,6.94
2023-05-12,Europe,Customer 758,2635.56,279.11,10.59,10,9.98,Lights 4,Lights,,Accessories,2677.78,9,11.46
2023-04-18,Europe,Customer 624,3635.18,541.28,14.89,9,1.38,Helmets 3,Helmets,,Clothing,3500.98,10,1.49
2023-06-11,South America,Customer 41,2716.45,246.38,9.07,2,3.71,Gloves 10,Gloves,,Clothing,3051.01,4,3.48
2023-10-30,Europe,Customer 114,4628.28,542.43,11.72,5,8.89,Lights 1,Lights,,Accessories,4048.14,7,7.85
2023-01-26,Africa,Customer 563,4422.16,294.07,6.65,2,5.81,Mountain Bikes 2,Mountain Bikes,Mountain Bikes 2,Bikes,4866.48,1,5.1
2023-07-11,Europe,Customer 984,4726.86,1046.05,22.13,4,4.76,Jerseys 7,Jerseys,,Clothing,3813.42,4,5.54
2023-03-28,Asia,Customer 897,3247.68,406.61,12.52,7,5.34,Water Bottles 5,Water Bottles,Water Bottles 5,Accessories,2899.62,7,4.58
2023-11-27,South America,Customer 886,3136.22,424.96,13.55,1,8.33,Brakes 10,Brakes,,Components,3629.99,1,9.73
2023-01-10,Europe,Customer 906,4148.69,269.25,6.49,9,5.27,Shorts 9,Shorts,,Clothing,4196.8,11,6.06
